"meter_id","name","kec_name","des_name","log_time","power_usage","capacity","bulan","h","m","s"
24,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-28 23:08:37.000,0.23313905079100749376,0.9,8,23,8,37.000000
24,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-28 20:08:28.000,0.24643848288621646441,0.9,8,20,8,28.000000
24,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-28 17:08:18.000,0.26987505784359092913,0.9,8,17,8,18.000000
24,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-28 14:08:13.000,0.12323064113238967527,0.9,8,14,8,13.000000
24,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-28 11:08:04.000,0.24634732753837617812,0.9,8,11,8,4.000000
24,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-28 08:07:50.000,0.23644773358001849964,0.9,8,8,7,50.000000
24,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-28 05:07:40.000,0.15320566194837635304,0.9,8,5,7,40.000000
24,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-28 02:07:31.000,0.16984273820536540115,0.9,8,2,7,31.000000
175,R-1/TR -- 900 VA,KELUANG,DAWAS,2021-08-12 21:29:09.000,0.28143213988343047460,0.9,8,21,29,9.000000
175,R-1/TR -- 900 VA,KELUANG,DAWAS,2021-08-12 15:28:51.000,0.22978723404255318979,0.9,8,15,28,51.000000
175,R-1/TR -- 900 VA,KELUANG,DAWAS,2021-08-12 12:28:41.000,0.21315570358034970858,0.9,8,12,28,41.000000
175,R-1/TR -- 900 VA,KELUANG,DAWAS,2021-08-12 09:28:32.000,0.37968359700249791840,0.9,8,9,28,32.000000
175,R-1/TR -- 900 VA,KELUANG,DAWAS,2021-08-12 06:28:23.000,0.25975948196114708411,0.9,8,6,28,23.000000
175,R-1/TR -- 900 VA,KELUANG,DAWAS,2021-08-12 03:28:13.000,0.17655223466271861092,0.9,8,3,28,13.000000
175,R-1/TR -- 900 VA,KELUANG,DAWAS,2021-08-12 00:28:06.000,0.19315448658649398562,0.9,8,0,28,6.000000
2250,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-26 23:07:53.000,0.03663613655287260616,0.9,8,23,7,53.000000
2250,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-26 20:07:44.000,0.19317235636969192340,0.9,8,20,7,44.000000
2250,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-26 17:07:35.000,0.19315448658649398562,0.9,8,17,7,35.000000
2250,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-26 14:07:25.000,0.17325312355391022611,0.9,8,14,7,25.000000
2250,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-26 11:07:20.000,0.19643022287986682769,0.9,8,11,7,20.000000
2250,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-26 08:07:07.000,0.15331913711693361612,0.9,8,8,7,7.000000
2250,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-26 05:07:06.000,0.02329450915141430948,0.9,8,5,7,6.000000
2250,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-26 02:06:48.000,0.03073358131593389826,0.9,8,2,6,48.000000
24,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-26 23:06:11.000,0.19972260748959777864,0.9,8,23,6,11.000000
24,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-26 20:05:56.000,0.22647793505412156536,0.9,8,20,5,56.000000
24,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-26 17:05:47.000,0.19683069224353628023,0.9,8,17,5,47.000000
24,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-26 14:05:56.000,0.19619434694254572471,0.9,8,14,5,56.000000
24,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-26 11:05:30.000,0.24046757584191483574,0.9,8,11,5,30.000000
24,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-26 05:05:11.000,0.15707626328547454806,0.9,8,5,5,11.000000
24,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-31 22:58:05.000,0.17318900915903413822,0.9,8,22,58,5.000000
24,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-31 19:57:56.000,0.22645698427382053486,0.9,8,19,57,56.000000
24,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-31 16:57:46.000,0.18906287641532160852,0.9,8,16,57,46.000000
24,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-31 11:11:51.000,0.22639415518357532683,0.9,8,11,11,51.000000
24,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-31 08:11:38.000,0.30635463879382110360,0.9,8,8,11,38.000000
24,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-31 05:11:27.000,0.20323924109208699601,0.9,8,5,11,27.000000
24,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-31 02:11:22.000,0.17643795080451266811,0.9,8,2,11,22.000000
2250,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-05 18:09:24.000,0.06993524514338575341,0.9,8,18,9,24.000000
2250,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-05 15:09:14.000,0.13006021306160259428,0.9,8,15,9,14.000000
2250,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-05 12:09:19.000,0.11309248821953247671,0.9,8,12,9,19.000000
2250,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-05 09:08:56.000,0.13987696008140987043,0.9,8,9,8,56.000000
2250,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-05 03:08:37.000,0.10161021654636313216,0.9,8,3,8,37.000000
175,R-1/TR -- 900 VA,KELUANG,DAWAS,2021-08-09 22:20:43.000,0.30971322849213690798,0.9,8,22,20,43.000000
175,R-1/TR -- 900 VA,KELUANG,DAWAS,2021-08-09 19:20:33.000,0.27975392016281974086,0.9,8,19,20,33.000000
175,R-1/TR -- 900 VA,KELUANG,DAWAS,2021-08-09 13:20:14.000,0.16319733555370524563,0.9,8,13,20,14.000000
175,R-1/TR -- 900 VA,KELUANG,DAWAS,2021-08-09 10:20:05.000,0.26641998149861239396,0.9,8,10,20,5.000000
175,R-1/TR -- 900 VA,KELUANG,DAWAS,2021-08-09 07:19:55.000,0.27976686094920899251,0.9,8,7,19,55.000000
175,R-1/TR -- 900 VA,KELUANG,DAWAS,2021-08-09 04:19:46.000,0.23311748381128584471,0.9,8,4,19,46.000000
175,R-1/TR -- 900 VA,KELUANG,DAWAS,2021-08-09 01:19:36.000,0.22647793505412156536,0.9,8,1,19,36.000000
24,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-20 22:33:27.000,0.14654454621149042465,0.9,8,22,33,27.000000
24,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-20 19:33:18.000,0.16318223866790009130,0.9,8,19,33,18.000000
24,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-20 16:33:08.000,0.17651956702747710241,0.9,8,16,33,8.000000
24,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-20 13:32:59.000,0.16318223866790009130,0.9,8,13,32,59.000000
24,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-20 10:32:49.000,0.19923748616406346181,0.9,8,10,32,49.000000
24,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-20 07:34:13.000,0.77419354838709677429,0.9,8,7,34,13.000000
24,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-20 07:32:40.000,0.29002685433836466554,0.9,8,7,32,40.000000
24,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-20 04:32:41.000,0.13312378663215309334,0.9,8,4,32,41.000000
24,R-1/TR -- 900 VA,KELUANG,SUMBER AGUNG,2021-08-20 01:32:24.000,0.17765363128491620310,0.9,8,1,32,24.000000
175,R-1/TR -- 900 VA,KELUANG,DAWAS,2021-08-08 22:19:27.000,0.38634471273938384679,0.9,8,22,19,27.000000
175,R-1/TR -- 900 VA,KELUANG,DAWAS,2021-08-08 19:19:18.000,0.34967622571692876707,0.9,8,19,19,18.000000
175,R-1/TR -- 900 VA,KELUANG,DAWAS,2021-08-08 16:19:08.000,0.18658028690421101273,0.9,8,16,19,8.000000
175,R-1/TR -- 900 VA,KELUANG,DAWAS,2021-08-08 13:19:03.000,0.25966339929720732288,0.9,8,13,19,3.000000
175,R-1/TR -- 900 VA,KELUANG,DAWAS,2021-08-08 10:18:49.000,0.37631822386679000647,0.9,8,10,18,49.000000
175,R-1/TR -- 900 VA,KELUANG,DAWAS,2021-08-08 07:18:39.000,0.25978351373855120733,0.9,8,7,18,39.000000
175,R-1/TR -- 900 VA,KELUANG,DAWAS,2021-08-08 04:18:30.000,0.17651956702747710241,0.9,8,4,18,30.000000
175,R-1/TR -- 900 VA,KELUANG,DAWAS,2021-08-08 01:18:21.000,0.18649398704902867577,0.9,8,1,18,21.000000
175,R-1/TR -- 900 VA,KELUANG,DAWAS,2021-08-15 22:43:08.000,0.21646623496762257009,0.9,8,22,43,8.000000
175,R-1/TR -- 900 VA,KELUANG,DAWAS,2021-08-15 19:42:58.000,0.25928180158247109263,0.9,8,19,42,58.000000
